#
# File created on 2019-05-18 23:23:48 EDT
# Refresh Date: 2018-06
#
# U.S. Geological Survey
#
# This file contains selected WaterUse data 
#
# The data you have secured from the USGS NWISWeb database may include data that have 
# not received Director's approval and as such are provisional and subject to revision. 
# The data are released on the condition that neither the USGS nor the United States 
# Government may be held liable for any damages resulting from its authorized or 
# unauthorized use.
#
#  * References to sources of water-use data can be found here. - https://water.usgs.gov/watuse
#
#  Search Criteria:
#  Year(s)          - ALL
#  Area             - County
#  County Codes(s)  - ALL
#  County Name(s)   - --ALL Counties--
#  Category Code(s) - TP
#  Category Name(s) - Total Population
#
#  Columns:
#  state_cd    - State Code
#  state_name  - State Name
#  county_cd   - County Code
#  county_nm   - County Name
#  year        - Year
#
#  The following categories are included: 
#  Total Population total population of area, in thousands 
#
state_cd	state_name	county_cd	county_nm	year	Total Population total population of area, in thousands
46	South Dakota	083	Lincoln County	2015	-
46	South Dakota	085	Lyman County	1985	3.900
46	South Dakota	085	Lyman County	1990	3.640
46	South Dakota	085	Lyman County	1995	3.780
46	South Dakota	085	Lyman County	2000	3.900
46	South Dakota	085	Lyman County	2005	3.919
46	South Dakota	085	Lyman County	2010	3.755
46	South Dakota	085	Lyman County	2015	-
46	South Dakota	087	McCook County	1985	6.280
46	South Dakota	087	McCook County	1990	5.690
46	South Dakota	087	McCook County	1995	5.820
46	South Dakota	087	McCook County	2000	5.830
46	South Dakota	087	McCook County	2005	5.930
46	South Dakota	087	McCook County	2010	5.618
46	South Dakota	087	McCook County	2015	-
46	South Dakota	089	McPherson County	1985	3.830
46	South Dakota	089	McPherson County	1990	3.230
46	South Dakota	089	McPherson County	1995	3.040
46	South Dakota	089	McPherson County	2000	2.900
46	South Dakota	089	McPherson County	2005	2.617
46	South Dakota	089	McPherson County	2010	2.459
46	South Dakota	089	McPherson County	2015	-
46	South Dakota	091	Marshall County	1985	5.260
46	South Dakota	091	Marshall County	1990	4.840
46	South Dakota	091	Marshall County	1995	4.710
46	South Dakota	091	Marshall County	2000	4.580
46	South Dakota	091	Marshall County	2005	4.418
46	South Dakota	091	Marshall County	2010	4.656
46	South Dakota	091	Marshall County	2015	-
46	South Dakota	093	Meade County	1985	21.530
46	South Dakota	093	Meade County	1990	21.880
46	South Dakota	093	Meade County	1995	23.080
46	South Dakota	093	Meade County	2000	24.250
46	South Dakota	093	Meade County	2005	24.623
46	South Dakota	093	Meade County	2010	25.434
46	South Dakota	093	Meade County	2015	-
46	South Dakota	095	Mellette County	1985	2.360
46	South Dakota	095	Mellette County	1990	2.140
46	South Dakota	095	Mellette County	1995	2.000
46	South Dakota	095	Mellette County	2000	2.080
46	South Dakota	095	Mellette County	2005	2.088
46	South Dakota	095	Mellette County	2010	2.048
46	South Dakota	095	Mellette County	2015	-
46	South Dakota	097	Miner County	1985	3.540
46	South Dakota	097	Miner County	1990	3.270
46	South Dakota	097	Miner County	1995	3.060
46	South Dakota	097	Miner County	2000	2.880
46	South Dakota	097	Miner County	2005	2.584
46	South Dakota	097	Miner County	2010	2.389
46	South Dakota	097	Miner County	2015	-
46	South Dakota	099	Minnehaha County	1985	118.150
46	South Dakota	099	Minnehaha County	1990	123.810
46	South Dakota	099	Minnehaha County	1995	135.640
46	South Dakota	099	Minnehaha County	2000	148.280
46	South Dakota	099	Minnehaha County	2005	160.087
46	South Dakota	099	Minnehaha County	2010	169.468
46	South Dakota	099	Minnehaha County	2015	-
46	South Dakota	101	Moody County	1985	6.920
46	South Dakota	101	Moody County	1990	6.510
46	South Dakota	101	Moody County	1995	6.620
46	South Dakota	101	Moody County	2000	6.600
46	South Dakota	101	Moody County	2005	6.637
46	South Dakota	101	Moody County	2010	6.486
46	South Dakota	101	Moody County	2015	-
46	South Dakota	102	Oglala Lakota County	2015	-
46	South Dakota	103	Pennington County	1985	74.720
46	South Dakota	103	Pennington County	1990	81.340
46	South Dakota	103	Pennington County	1995	87.300
46	South Dakota	103	Pennington County	2000	88.570
46	South Dakota	103	Pennington County	2005	93.580
46	South Dakota	103	Pennington County	2010	100.948
46	South Dakota	103	Pennington County	2015	-
46	South Dakota	105	Perkins County	1985	4.710
46	South Dakota	105	Perkins County	1990	3.930
46	South Dakota	105	Perkins County	1995	3.700
46	South Dakota	105	Perkins County	2000	3.360
46	South Dakota	105	Perkins County	2005	3.023
46	South Dakota	105	Perkins County	2010	2.982
46	South Dakota	105	Perkins County	2015	-
46	South Dakota	107	Potter County	1985	3.710
46	South Dakota	107	Potter County	1990	3.190
46	South Dakota	107	Potter County	1995	2.990
46	South Dakota	107	Potter County	2000	2.690
46	South Dakota	107	Potter County	2005	2.351
46	South Dakota	107	Potter County	2010	2.329
46	South Dakota	107	Potter County	2015	-
46	South Dakota	109	Roberts County	1985	11.050
46	South Dakota	109	Roberts County	1990	9.910
46	South Dakota	109	Roberts County	1995	9.950
46	South Dakota	109	Roberts County	2000	10.020
46	South Dakota	109	Roberts County	2005	10.044
46	South Dakota	109	Roberts County	2010	10.149
46	South Dakota	109	Roberts County	2015	-
46	South Dakota	111	Sanborn County	1985	3.120
46	South Dakota	111	Sanborn County	1990	2.830
46	South Dakota	111	Sanborn County	1995	2.800
46	South Dakota	111	Sanborn County	2000	2.680
46	South Dakota	111	Sanborn County	2005	2.541
46	South Dakota	111	Sanborn County	2010	2.355
46	South Dakota	111	Sanborn County	2015	-
46	South Dakota	113	Shannon County	1985	11.260
46	South Dakota	113	Shannon County	1990	9.900
46	South Dakota	113	Shannon County	1995	11.680
46	South Dakota	113	Shannon County	2000	12.470
46	South Dakota	113	Shannon County	2005	13.657
46	South Dakota	113	Shannon County	2010	13.586
46	South Dakota	115	Spink County	1985	9.130
46	South Dakota	115	Spink County	1990	7.980
46	South Dakota	115	Spink County	1995	7.840
46	South Dakota	115	Spink County	2000	7.450
46	South Dakota	115	Spink County	2005	6.899
46	South Dakota	115	Spink County	2010	6.415
46	South Dakota	115	Spink County	2015	-
46	South Dakota	117	Stanley County	1985	2.470
46	South Dakota	117	Stanley County	1990	2.450
46	South Dakota	117	Stanley County	1995	2.820
46	South Dakota	117	Stanley County	2000	2.770
46	South Dakota	117	Stanley County	2005	2.829
46	South Dakota	117	Stanley County	2010	2.966
46	South Dakota	117	Stanley County	2015	-
46	South Dakota	119	Sully County	1985	1.900
46	South Dakota	119	Sully County	1990	1.590
46	South Dakota	119	Sully County	1995	1.570
46	South Dakota	119	Sully County	2000	1.560
46	South Dakota	119	Sully County	2005	1.430
46	South Dakota	119	Sully County	2010	1.373
46	South Dakota	119	Sully County	2015	-
46	South Dakota	121	Todd County	1985	7.300
46	South Dakota	121	Todd County	1990	8.350
46	South Dakota	121	Todd County	1995	9.100
46	South Dakota	121	Todd County	2000	9.050
46	South Dakota	121	Todd County	2005	9.882
46	South Dakota	121	Todd County	2010	9.612
46	South Dakota	121	Todd County	2015	-
46	South Dakota	123	Tripp County	1985	7.260
46	South Dakota	123	Tripp County	1990	6.940
46	South Dakota	123	Tripp County	1995	6.900
46	South Dakota	123	Tripp County	2000	6.430
46	South Dakota	123	Tripp County	2005	6.065
46	South Dakota	123	Tripp County	2010	5.644
46	South Dakota	123	Tripp County	2015	-
46	South Dakota	125	Turner County	1985	9.160
46	South Dakota	125	Turner County	1990	8.580
46	South Dakota	125	Turner County	1995	8.600
46	South Dakota	125	Turner County	2000	8.850
46	South Dakota	125	Turner County	2005	8.520
46	South Dakota	125	Turner County	2010	8.347
46	South Dakota	125	Turner County	2015	-
46	South Dakota	127	Union County	1985	10.820
46	South Dakota	127	Union County	1990	10.190
46	South Dakota	127	Union County	1995	11.220
46	South Dakota	127	Union County	2000	12.580
46	South Dakota	127	Union County	2005	13.462
46	South Dakota	127	Union County	2010	14.399
46	South Dakota	127	Union County	2015	-
46	South Dakota	129	Walworth County	1985	6.710
46	South Dakota	129	Walworth County	1990	6.090
46	South Dakota	129	Walworth County	1995	5.830
46	South Dakota	129	Walworth County	2000	5.970
46	South Dakota	129	Walworth County	2005	5.494
