"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-04-30,"Carondelet","MO","St. Louis","Saint Louis City","Saint Louis",1757,804,0.00249376558603491,0.0075187969924812,0.0164348925410872,2888
2019-04-30,"Arrochar","NY","New York-Newark-Jersey City","Richmond County","New York",1758,2295,-0.00130548302872063,-0.000435540069686411,0.0236396074933095,1860
2019-04-30,"Central Oak Park","FL","Tampa-St. Petersburg-Clearwater","Pinellas County","Saint Petersburg",1759,1296,0.00232018561484919,0.00934579439252336,0.047696038803557,3583
2019-04-30,"Airport North","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",1760,1377,0.000726744186046512,0.00657894736842105,0.0641421947449768,985
2019-04-30,"Clinton","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",1761,2877,-0.00277296360485269,-0.00758882373232149,0.0133849947164495,1051
2019-04-30,"Elvira","AZ","Tucson","Pima County","Tucson",1762,1094,-0.00091324200913242,0.00736648250460405,0.094,2085
2019-04-30,"Madison South","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",1763,1810,0.00332594235033259,0.00779510022271715,0.00611450806003335,2082
2019-04-30,"Walnut Valley","AR","Little Rock-North Little Rock-Conway","Pulaski County","Little Rock",1764,1196,0.00251466890192791,0.00419815281276238,0.0101351351351351,1753
2019-04-30,"East Springfield","MA","Springfield","Hampden County","Springfield",1765,1440,0.00139082058414465,0.0119465917076599,0.00769769069279216,2321
2019-04-30,"Near Northside","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",1766,1327,0.00606520090978014,-0.000753012048192771,0.0531746031746032,2917
2019-04-30,"Chestnut Ridge","NY","New York-Newark-Jersey City","Rockland County","Ramapo",1767,3010,0.000332336324360253,-0.00561612157251404,0.00166389351081531,2473
2019-04-30,"Otay Ranch Village 5","CA","San Diego-Carlsbad","San Diego County","Chula Vista",1768,2712,0.00147710487444609,0.00630797773654916,0.0402761795166858,2386
2019-04-30,"Beechview","PA","Pittsburgh","Allegheny County","Pittsburgh",1769,1050,0.00286532951289398,0.00961538461538462,0.0649087221095335,3306
